"OutcomeType","gender","hasName","ageWeeks","isDog","isMix","month","weekday","hourOfDay","isFixed","newBreed","newColor"
"Transfer","Male","1",8,"0","1",10,"Wednesday",14,"0","Domestic Shorthair Mix","Orange Tabby"
"Return_to_owner","Male","1",208,"1","0",5,"Friday",18,"1","Other","White"
"Adoption","Female","1",8,"1","1",3,"Sunday",12,"1","Other","Other"
"Adoption","Male","0",8,"0","1",7,"Tuesday",18,"1","Domestic Medium Hair Mix","Blue/White"
"Adoption","Male","0",24,"1","0",5,"Tuesday",17,"1","Other","Brown/Black"
"Transfer","Female","0",32,"1","1",3,"Thursday",15,"0","Catahoula Mix","Chocolate/White"
"Transfer","Female","0",20,"0","1",8,"Sunday",9,"0","Domestic Shorthair Mix","Blue Tabby"
"Adoption","Male","1",12,"0","1",10,"Saturday",13,"1","Domestic Shorthair Mix","Black/White"
"Transfer","Male","0",1,"0","1",2,"Wednesday",16,"0","Domestic Shorthair Mix","Orange Tabby"
"Euthanasia","Male","1",624,"1","1",1,"Monday",15,"1","Pit Bull Mix","White/Black"
"Adoption","Female","1",4,"1","1",12,"Saturday",17,"1","Rat Terrier Mix","White/Black"
"Transfer","Female","0",16,"1","1",8,"Friday",12,"0","Siberian Husky Mix","Other"
"Return_to_owner","Male","1",156,"1","1",7,"Monday",17,"1","Pit Bull Mix","Brown/White"
"Return_to_owner","Male","1",364,"1","0",9,"Tuesday",11,"1","Other","White/Tan"
"Transfer","Female","1",4,"0","1",10,"Saturday",15,"0","Domestic Longhair Mix","Black"
"Return_to_owner","Male","1",260,"1","0",12,"Tuesday",13,"1","Other","Other"
"Transfer","Male","0",4,"1","1",3,"Sunday",18,"0","Labrador Retriever Mix","Black"
"Transfer","Male","0",104,"0","1",5,"Tuesday",8,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Transfer","Male","1",16,"0","1",11,"Friday",13,"1","Domestic Shorthair Mix","Black"
"Adoption","Female","1",20,"0","1",2,"Sunday",19,"1","Domestic Shorthair Mix","Torbie"
"Adoption","Female","1",52,"1","1",9,"Friday",16,"1","Boxer Mix","White"
"Transfer","Female","0",104,"0","1",8,"Wednesday",9,"0","Domestic Shorthair Mix","Black/White"
"Return_to_owner","Male","1",32,"1","1",2,"Saturday",16,"1","Labrador Retriever Mix","Black/White"
"Adoption","Male","0",8,"1","0",7,"Thursday",14,"1","Other","Other"
"Adoption","Male","1",8,"0","1",6,"Sunday",13,"1","Domestic Longhair Mix","Other"
"Transfer","Female","0",52,"0","1",5,"Saturday",9,"0","Domestic Medium Hair Mix","Black"
"Transfer","Female","0",8,"1","1",2,"Friday",14,"0","Chihuahua Shorthair Mix","Black"
"Transfer","Male","0",520,"1","1",11,"Friday",12,"0","Chihuahua Shorthair Mix","Other"
"Return_to_owner","Male","1",104,"1","1",7,"Sunday",16,"1","Australian Cattle Dog Mix","Blue/White"
"Return_to_owner","Male","1",364,"1","1",4,"Tuesday",17,"1","Other","Black"
"Return_to_owner","Male","1",260,"1","1",7,"Sunday",15,"1","Other","Other"
"Euthanasia","Male","0",156,"1","1",4,"Thursday",11,"0","Pit Bull Mix","Brown Brindle"
"Adoption","Male","1",104,"1","1",10,"Saturday",13,"1","Miniature Schnauzer Mix","Other"
"Adoption","Male","1",52,"1","1",8,"Wednesday",13,"1","Labrador Retriever Mix","Black"
"Adoption","Male","1",52,"1","1",7,"Friday",16,"0","Cairn Terrier Mix","Black/Tan"
"Transfer","Male","0",104,"0","1",11,"Thursday",19,"0","Domestic Medium Hair Mix","Orange Tabby"
"Adoption","Female","1",52,"1","1",8,"Friday",15,"1","Pit Bull Mix","White/Brown"
"Adoption","Female","1",8,"0","1",8,"Friday",17,"1","Domestic Shorthair Mix","Blue"
"Transfer","Male","0",260,"1","0",8,"Saturday",13,"1","Other","White"
"Adoption","Male","0",8,"0","1",2,"Tuesday",8,"1","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Female","1",12,"0","1",12,"Sunday",19,"1","Domestic Shorthair Mix","Black"
"Transfer","Male","0",3,"0","1",11,"Friday",16,"0","Domestic Shorthair Mix","Black/White"
"Transfer","Male","1",520,"1","1",10,"Wednesday",17,"1","Boxer Mix","Other"
"Transfer","Female","1",4,"0","1",7,"Saturday",11,"0","Domestic Shorthair Mix","Black/White"
"Transfer","Male","1",4,"0","1",8,"Sunday",13,"0","Domestic Shorthair Mix","Black/White"
"Adoption","Male","1",8,"0","1",11,"Saturday",12,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Adoption","Female","1",52,"1","1",9,"Sunday",17,"1","Chihuahua Longhair Mix","Tricolor"
"Euthanasia","Female","0",104,"0","1",12,"Wednesday",9,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Return_to_owner","Male","1",52,"1","1",6,"Sunday",18,"1","Chihuahua Shorthair Mix","Black/Tan"
"Euthanasia","Female","1",8,"0","1",7,"Monday",13,"0","Domestic Shorthair Mix","Torbie"
"Transfer","Unknown","0",1,"0","1",5,"Friday",19,"0","Domestic Shorthair Mix","Blue"
"Adoption","Female","0",8,"1","1",7,"Friday",17,"1","Other","Red/White"
"Return_to_owner","Male","1",156,"1","1",11,"Friday",18,"1","Labrador Retriever Mix","Other"
"Adoption","Female","1",8,"0","1",7,"Saturday",18,"1","Domestic Shorthair Mix","Black/White"
"Return_to_owner","Male","1",520,"1","0",9,"Wednesday",15,"1","Chihuahua Shorthair/Dachshund","Tan/White"
"Adoption","Male","1",104,"1","1",7,"Monday",14,"1","Chihuahua Shorthair Mix","Brown/White"
"Adoption","Male","1",104,"1","1",11,"Sunday",17,"1","Chihuahua Shorthair Mix","Black/Tan"
"Adoption","Male","1",8,"1","0",6,"Thursday",9,"1","Other","Chocolate/White"
"Transfer","Female","0",52,"0","1",7,"Wednesday",9,"0","Domestic Shorthair Mix","Tortie"
"Euthanasia","Unknown","1",208,"1","1",7,"Wednesday",17,"0","Rat Terrier Mix","Other"
"Return_to_owner","Male","1",364,"0","1",5,"Wednesday",12,"1","Domestic Shorthair Mix","Black"
"Return_to_owner","Female","1",208,"1","1",11,"Friday",11,"1","Other","Other"
"Adoption","Male","0",20,"0","1",12,"Tuesday",15,"1","Domestic Shorthair Mix","Blue Tabby"
"Adoption","Male","1",208,"0","1",4,"Tuesday",11,"1","Domestic Shorthair Mix","Black/White"
"Transfer","Male","0",3,"0","1",4,"Saturday",18,"0","Domestic Shorthair Mix","White"
"Adoption","Male","0",12,"1","1",9,"Thursday",12,"1","Chihuahua Shorthair Mix","Tan"
"Adoption","Female","1",24,"1","0",8,"Monday",17,"1","Other","Black/White"
"Adoption","Female","1",36,"0","1",12,"Sunday",17,"1","Domestic Shorthair Mix","Other"
"Adoption","Female","1",4,"0","1",8,"Sunday",15,"0","Siamese Mix","Other"
"Adoption","Male","1",8,"0","1",7,"Wednesday",12,"1","Domestic Shorthair Mix","Brown Tabby"
"Return_to_owner","Male","1",52,"1","1",8,"Saturday",13,"0","Dachshund Mix","Brown"
"Return_to_owner","Female","1",208,"0","1",9,"Saturday",13,"1","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Female","1",52,"1","0",11,"Thursday",9,"1","Other","Black/White"
"Return_to_owner","Male","1",104,"1","0",12,"Tuesday",16,"0","Chihuahua Shorthair/Dachshund","Black/Tan"
"Transfer","Unknown","0",104,"0","1",1,"Sunday",9,"0","Domestic Shorthair Mix","Tortie"
"Adoption","Male","0",728,"1","0",10,"Sunday",16,"1","Other","White/Black"
"Transfer","Female","0",52,"0","1",4,"Thursday",17,"0","Domestic Shorthair Mix","Blue/White"
"Transfer","Male","1",416,"0","1",9,"Sunday",9,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Male","1",20,"0","1",12,"Tuesday",13,"1","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Female","1",104,"0","1",10,"Tuesday",18,"1","Domestic Longhair Mix","Calico"
"Transfer","Female","1",12,"0","1",11,"Saturday",14,"0","Domestic Shorthair Mix","Black/White"
"Euthanasia","Male","0",104,"1","1",11,"Saturday",13,"0","Pit Bull Mix","Black"
"Adoption","Female","1",260,"1","1",1,"Friday",12,"1","Pit Bull Mix","Black/White"
"Transfer","Male","0",3,"0","1",7,"Saturday",14,"0","Domestic Shorthair Mix","Other"
"Adoption","Female","1",364,"0","1",2,"Sunday",14,"1","Domestic Shorthair Mix","Torbie"
"Adoption","Female","1",104,"1","1",10,"Thursday",14,"1","Chihuahua Shorthair Mix","Brown/White"
"Adoption","Female","1",52,"0","1",5,"Sunday",19,"1","Domestic Shorthair Mix","Tortie"
"Transfer","Male","0",4,"0","1",6,"Saturday",18,"0","Domestic Shorthair Mix","Blue Tabby/White"
"Transfer","Female","0",28,"0","1",3,"Saturday",19,"0","Other","Other"
"Adoption","Male","0",8,"1","1",1,"Saturday",20,"1","Other","Black/White"
"Return_to_owner","Male","1",52,"0","1",12,"Saturday",15,"1","Domestic Medium Hair Mix","Orange Tabby/White"
"Return_to_owner","Male","1",156,"1","1",4,"Saturday",15,"1","Chihuahua Shorthair Mix","Tan/White"
"Adoption","Male","1",8,"1","1",9,"Monday",18,"1","Australian Cattle Dog Mix","Brown/White"
"Adoption","Male","1",8,"0","1",10,"Friday",17,"1","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Female","1",624,"1","0",8,"Saturday",19,"1","Other","Tricolor"
"Transfer","Female","1",4,"0","1",10,"Saturday",13,"0","Siamese Mix","Other"
"Return_to_owner","Female","1",156,"1","1",4,"Sunday",13,"0","Pit Bull Mix","Blue"
"Adoption","Female","1",20,"1","0",12,"Wednesday",16,"1","Other","Black"
"Transfer","Male","1",52,"1","1",2,"Wednesday",12,"1","Pit Bull Mix","Brown"
"Transfer","Unknown","0",3,"0","1",8,"Monday",18,"0","Domestic Shorthair Mix","Other"
"Adoption","Female","1",104,"1","0",9,"Saturday",15,"1","Other","White"
"Adoption","Female","1",52,"1","1",12,"Friday",16,"1","Labrador Retriever Mix","Black"
"Adoption","Female","1",52,"1","1",10,"Tuesday",18,"1","German Shepherd Mix","Other"
"Transfer","Male","0",4,"0","1",8,"Friday",11,"0","Domestic Shorthair Mix","Black"
"Adoption","Female","1",416,"1","1",12,"Monday",15,"1","Other","Red"
"Return_to_owner","Male","1",208,"1","1",3,"Thursday",17,"1","German Shepherd Mix","Black/Tan"
"Adoption","Female","1",8,"0","1",11,"Sunday",18,"1","Domestic Shorthair Mix","Tortie"
"Died","Male","1",4,"0","1",6,"Saturday",17,"0","Domestic Shorthair Mix","Blue Tabby"
"Euthanasia","Unknown","0",156,"0","1",12,"Monday",16,"0","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Female","1",104,"0","1",6,"Monday",20,"1","Domestic Medium Hair Mix","Black"
"Transfer","Male","0",8,"1","1",10,"Saturday",12,"0","Other","Other"
"Adoption","Female","0",12,"0","1",2,"Wednesday",16,"1","Domestic Medium Hair Mix","Black/White"
"Return_to_owner","Female","1",312,"1","1",2,"Friday",11,"1","Other","Red"
"Adoption","Male","1",52,"1","1",3,"Sunday",18,"1","Labrador Retriever Mix","Black/White"
"Euthanasia","Male","0",520,"1","1",6,"Tuesday",16,"0","Chihuahua Shorthair Mix","Brown"
"Transfer","Female","0",40,"0","1",3,"Wednesday",15,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Female","0",156,"1","0",3,"Sunday",18,"1","Other","White"
"Adoption","Male","0",4,"1","1",10,"Friday",17,"1","Labrador Retriever Mix","Black"
"Adoption","Female","1",8,"0","1",7,"Saturday",13,"1","Domestic Shorthair Mix","Blue Tabby"
"Return_to_owner","Male","1",52,"1","1",4,"Thursday",16,"1","Pit Bull Mix","Brown/White"
"Return_to_owner","Male","1",104,"1","0",10,"Friday",17,"1","Other","Red/White"
"Adoption","Male","1",416,"1","1",11,"Tuesday",8,"1","German Shepherd Mix","Black/Tan"
"Transfer","Male","1",16,"0","1",6,"Monday",15,"1","Domestic Shorthair Mix","Other"
"Return_to_owner","Female","1",156,"1","1",12,"Tuesday",14,"1","Dachshund Mix","Other"
"Return_to_owner","Male","1",156,"1","1",3,"Friday",17,"1","Border Collie Mix","White/Black"
"Adoption","Female","1",8,"0","1",1,"Saturday",14,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Female","1",8,"1","1",7,"Monday",16,"1","Border Collie Mix","Black/White"
"Euthanasia","Unknown","0",4,"0","1",10,"Monday",12,"0","Domestic Shorthair Mix","Brown Tabby"
"Return_to_owner","Male","1",520,"1","1",7,"Friday",16,"1","Other","Other"
"Adoption","Female","0",8,"1","0",5,"Saturday",11,"1","Other","Black/White"
"Adoption","Male","1",16,"0","1",8,"Tuesday",16,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Transfer","Male","0",4,"1","1",10,"Tuesday",16,"0","Australian Kelpie Mix","Other"
"Transfer","Female","0",312,"0","1",10,"Wednesday",9,"0","Domestic Medium Hair Mix","Brown Tabby"
"Transfer","Female","0",52,"0","1",2,"Tuesday",9,"0","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Male","1",104,"1","0",8,"Thursday",14,"1","Other","Tricolor"
"Transfer","Unknown","0",8,"0","1",7,"Sunday",13,"0","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Male","1",260,"1","0",2,"Sunday",13,"1","Other","White/Black"
"Transfer","Male","0",4,"1","1",7,"Saturday",16,"0","Jack Russell Terrier Mix","Other"
"Return_to_owner","Male","1",208,"1","1",8,"Monday",17,"1","Other","Black"
"Return_to_owner","Male","1",208,"1","1",2,"Sunday",15,"1","Other","Tricolor"
"Return_to_owner","Female","1",104,"1","1",4,"Monday",18,"1","Dachshund Mix","Brown Brindle"
"Transfer","Male","0",16,"0","1",7,"Friday",9,"0","Domestic Shorthair Mix","Blue"
"Adoption","Female","1",12,"0","1",1,"Friday",16,"1","Domestic Shorthair Mix","Tortie"
"Transfer","Unknown","0",28,"0","1",4,"Friday",12,"0","Domestic Shorthair Mix","Black/White"
"Return_to_owner","Male","1",28,"1","1",2,"Sunday",17,"1","Labrador Retriever Mix","Other"
"Transfer","Female","1",52,"0","1",10,"Thursday",11,"1","Domestic Shorthair Mix","Calico"
"Return_to_owner","Male","1",260,"1","1",6,"Saturday",15,"1","Miniature Schnauzer Mix","Black"
"Adoption","Female","1",8,"1","0",11,"Saturday",18,"1","Other","Black/White"
"Adoption","Male","1",52,"1","0",5,"Wednesday",12,"1","Other","Brown"
"Adoption","Male","1",24,"0","1",8,"Sunday",17,"1","Domestic Shorthair Mix","Blue Tabby"
"Adoption","Female","1",8,"1","1",10,"Monday",17,"1","Labrador Retriever Mix","Tan/White"
"Adoption","Female","1",12,"1","1",7,"Saturday",11,"1","Dachshund Mix","Brown/Black"
"Transfer","Female","0",2,"0","1",5,"Friday",16,"0","Domestic Shorthair Mix","Tortie"
"Transfer","Female","0",52,"0","1",8,"Sunday",9,"0","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Male","1",104,"0","1",3,"Friday",9,"0","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Male","0",156,"0","1",11,"Sunday",14,"1","Domestic Medium Hair Mix","Brown Tabby/White"
"Return_to_owner","Male","1",104,"1","1",7,"Monday",11,"1","Other","Other"
"Adoption","Female","1",104,"1","1",4,"Tuesday",14,"1","Chihuahua Shorthair Mix","Black/White"
"Adoption","Female","1",104,"1","1",7,"Thursday",12,"1","Chihuahua Shorthair Mix","Brown Brindle/White"
"Return_to_owner","Female","0",156,"0","1",11,"Wednesday",16,"1","Domestic Shorthair Mix","Brown Tabby"
"Return_to_owner","Female","1",36,"1","1",1,"Saturday",17,"1","Labrador Retriever Mix","Black/Brown"
"Adoption","Female","1",4,"1","0",7,"Thursday",14,"1","Other","Black/White"
"Adoption","Male","1",4,"1","1",2,"Saturday",18,"1","Labrador Retriever Mix","Black"
"Died","Male","1",8,"0","1",6,"Thursday",9,"0","Domestic Shorthair Mix","Blue Tabby"
"Transfer","Male","1",364,"1","1",4,"Thursday",13,"1","Other","Tricolor"
"Transfer","Female","1",44,"1","1",7,"Tuesday",11,"1","Other","Brown/White"
"Adoption","Male","0",40,"1","1",11,"Saturday",11,"1","Pit Bull Mix","Other"
"Adoption","Female","1",52,"1","1",3,"Sunday",17,"1","Chihuahua Shorthair Mix","Tan"
"Transfer","Male","0",3,"1","0",2,"Wednesday",15,"0","Other","Other"
"Return_to_owner","Female","1",208,"0","1",7,"Tuesday",13,"1","Domestic Medium Hair Mix","Tortie"
"Adoption","Male","1",4,"0","1",12,"Saturday",18,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Transfer","Female","1",260,"1","1",8,"Friday",11,"1","Siberian Husky Mix","Other"
"Return_to_owner","Male","1",208,"1","1",10,"Sunday",15,"1","Chihuahua Shorthair Mix","Other"
"Adoption","Male","1",156,"1","0",3,"Saturday",14,"1","Other","Red/White"
"Adoption","Male","0",8,"0","1",6,"Friday",18,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Return_to_owner","Male","1",624,"1","1",12,"Thursday",14,"1","Rottweiler Mix","Black/Brown"
"Transfer","Female","0",16,"0","1",8,"Sunday",9,"0","Domestic Medium Hair Mix","Blue"
"Adoption","Male","1",104,"1","1",8,"Sunday",14,"1","Chihuahua Shorthair Mix","Other"
"Return_to_owner","Male","1",52,"1","1",5,"Saturday",15,"1","German Shepherd Mix","Other"
"Adoption","Female","1",260,"1","1",10,"Wednesday",11,"1","Border Collie Mix","Black/White"
"Transfer","Female","0",2,"1","1",2,"Monday",0,"0","Labrador Retriever Mix","Other"
"Euthanasia","Female","0",52,"0","1",12,"Tuesday",18,"0","Domestic Shorthair Mix","Other"
"Transfer","Female","0",1,"0","1",4,"Wednesday",17,"0","Domestic Shorthair Mix","Black/White"
"Transfer","Male","0",156,"0","1",9,"Thursday",9,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Male","0",8,"1","1",12,"Saturday",18,"1","Labrador Retriever Mix","Black/White"
"Adoption","Male","0",16,"1","1",10,"Saturday",18,"1","Cairn Terrier Mix","Tan/White"
"Euthanasia","Female","1",52,"1","1",8,"Friday",13,"0","Australian Kelpie Mix","Brown/White"
"Transfer","Female","0",3,"0","1",2,"Tuesday",19,"0","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Male","1",104,"0","1",10,"Friday",16,"1","Siamese Mix","Other"
"Transfer","Male","1",52,"1","1",11,"Sunday",13,"1","Catahoula Mix","Other"
"Adoption","Male","1",104,"1","0",4,"Saturday",12,"1","Other","Other"
"Adoption","Male","1",208,"1","0",1,"Wednesday",15,"1","Other","Brown/Black"
"Transfer","Unknown","0",52,"0","1",9,"Thursday",9,"0","Domestic Shorthair Mix","Black"
"Adoption","Female","0",8,"0","1",8,"Saturday",17,"1","Domestic Shorthair Mix","Black/White"
"Transfer","Unknown","0",3,"0","1",8,"Monday",18,"0","Domestic Shorthair Mix","Other"
"Transfer","Male","1",8,"0","1",3,"Monday",13,"1","Domestic Shorthair Mix","Brown Tabby"
"Return_to_owner","Male","1",208,"1","1",6,"Monday",16,"1","Dachshund Mix","Red"
"Transfer","Unknown","0",0.43,"0","1",9,"Wednesday",12,"0","Domestic Medium Hair Mix","Black"
"Euthanasia","Female","0",416,"1","1",10,"Monday",16,"0","Other","Brown"
"Adoption","Male","1",8,"0","1",8,"Monday",17,"1","Domestic Shorthair Mix","Orange Tabby"
"Return_to_owner","Female","1",520,"1","1",7,"Thursday",11,"0","Miniature Poodle Mix","White"
"Euthanasia","Unknown","0",4,"0","1",5,"Tuesday",11,"0","Siamese Mix","Other"
"Euthanasia","Male","1",416,"0","1",6,"Thursday",13,"1","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Female","0",28,"0","1",10,"Sunday",9,"0","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Female","0",4,"0","1",4,"Monday",14,"0","Domestic Shorthair Mix","Tortie"
"Adoption","Female","0",8,"0","1",6,"Tuesday",13,"1","Domestic Medium Hair Mix","Other"
"Transfer","Male","1",52,"1","1",11,"Friday",14,"1","Dachshund Mix","Tan/White"
"Adoption","Female","1",208,"1","1",1,"Tuesday",16,"1","Other","Brown Brindle/White"
"Transfer","Male","0",0.14,"0","1",3,"Saturday",15,"0","Domestic Shorthair Mix","White"
"Adoption","Female","1",8,"0","1",11,"Monday",18,"0","Domestic Shorthair Mix","Calico"
"Adoption","Female","1",32,"1","1",8,"Saturday",12,"1","German Shepherd Mix","Black/Tan"
"Return_to_owner","Female","1",32,"1","1",1,"Saturday",18,"1","German Shepherd Mix","Other"
"Adoption","Male","1",260,"1","0",2,"Sunday",15,"1","Other","White"
"Adoption","Female","0",24,"1","0",5,"Friday",17,"1","Other","Black/White"
"Euthanasia","Male","1",104,"0","1",5,"Monday",12,"0","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Female","0",104,"1","1",9,"Monday",12,"1","Yorkshire Terrier Mix","Black"
"Adoption","Female","0",156,"1","1",3,"Thursday",17,"1","Chihuahua Shorthair Mix","Other"
"Adoption","Female","1",52,"1","1",7,"Sunday",18,"1","Australian Cattle Dog Mix","Other"
"Transfer","Female","1",20,"1","0",9,"Thursday",12,"0","Other","Brown Brindle"
"Adoption","Male","0",8,"0","1",6,"Friday",7,"1","Domestic Shorthair Mix","Black/White"
"Adoption","Male","1",8,"0","1",9,"Sunday",17,"1","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Male","0",156,"1","0",6,"Friday",11,"1","Other","Red/White"
"Transfer","Female","0",2,"0","1",7,"Friday",16,"0","Domestic Shorthair Mix","Orange Tabby"
"Adoption","Female","1",8,"0","1",7,"Monday",17,"1","Other","Other"
"Adoption","Male","1",208,"1","1",10,"Thursday",17,"1","Chihuahua Shorthair Mix","Other"
"Transfer","Female","1",52,"0","1",7,"Friday",15,"0","Domestic Shorthair Mix","White"
"Transfer","Male","1",32,"1","1",9,"Monday",17,"1","Chihuahua Shorthair Mix","Tan"
"Return_to_owner","Male","1",208,"1","0",8,"Saturday",18,"1","Other","Black/Brown"
"Return_to_owner","Male","1",312,"1","1",12,"Monday",18,"1","Australian Shepherd Mix","Other"
"Adoption","Female","1",8,"1","1",6,"Monday",13,"1","Rat Terrier Mix","Tricolor"
"Transfer","Male","1",260,"1","1",9,"Tuesday",14,"1","Other","Black/White"
"Transfer","Female","0",28,"1","1",5,"Thursday",18,"0","Rat Terrier Mix","Tricolor"
"Adoption","Female","1",20,"1","1",6,"Saturday",13,"1","Chihuahua Shorthair Mix","Black"
"Return_to_owner","Male","1",104,"1","1",3,"Monday",18,"1","Cairn Terrier Mix","Other"
"Transfer","Female","0",156,"0","1",11,"Friday",14,"0","Domestic Shorthair Mix","Tortie"
"Adoption","Female","1",16,"1","0",8,"Sunday",17,"1","Other","Tricolor"
"Transfer","Male","0",3,"0","1",5,"Friday",18,"0","Domestic Shorthair Mix","Other"
"Euthanasia","Female","0",52,"1","1",10,"Wednesday",18,"0","Chihuahua Shorthair Mix","Tan"
"Transfer","Male","1",8,"0","1",10,"Sunday",12,"1","Domestic Shorthair Mix","Black/White"
"Transfer","Male","1",8,"0","1",3,"Monday",13,"1","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Male","0",8,"0","1",10,"Wednesday",17,"0","Domestic Shorthair Mix","Brown Tabby"
"Return_to_owner","Male","1",156,"0","1",9,"Tuesday",18,"1","Domestic Shorthair Mix","Brown Tabby"
"Adoption","Male","1",104,"1","0",1,"Saturday",18,"1","Other","Chocolate/White"
"Adoption","Male","1",8,"0","1",1,"Friday",18,"1","Domestic Medium Hair Mix","Orange Tabby/White"
"Adoption","Male","1",156,"1","1",11,"Monday",18,"1","Rottweiler Mix","Black/Brown"
"Transfer","Female","1",104,"1","1",4,"Saturday",14,"1","Pit Bull Mix","Chocolate/White"
"Adoption","Male","1",416,"1","0",9,"Monday",13,"1","Chihuahua Shorthair/Dachshund","Red"
"Return_to_owner","Female","0",8,"0","1",8,"Friday",14,"0","Domestic Medium Hair Mix","Other"
"Adoption","Male","0",156,"1","1",5,"Sunday",17,"1","Other","Other"
"Adoption","Female","1",20,"1","1",6,"Sunday",19,"1","Border Collie Mix","Black/White"
"Adoption","Female","1",156,"1","1",11,"Friday",15,"1","Other","Brown Brindle/White"
"Adoption","Male","1",104,"1","1",5,"Monday",17,"1","Miniature Poodle Mix","White"
"Return_to_owner","Male","1",312,"1","1",10,"Wednesday",18,"1","Australian Shepherd Mix","Other"
"Return_to_owner","Female","1",52,"0","1",4,"Wednesday",13,"1","Domestic Shorthair Mix","Other"
"Adoption","Female","1",52,"1","1",7,"Sunday",11,"1","Border Collie Mix","Black/White"
"Adoption","Male","1",260,"1","0",9,"Sunday",0,"1","Other","White"
"Transfer","Male","1",104,"1","1",11,"Tuesday",10,"1","Labrador Retriever Mix","Tan/White"
"Transfer","Female","0",1,"0","1",6,"Tuesday",19,"0","Domestic Shorthair Mix","Calico"
"Return_to_owner","Male","1",364,"1","0",12,"Friday",11,"1","Other","Brown"
"Adoption","Male","1",16,"0","1",11,"Saturday",11,"1","Domestic Shorthair Mix","Blue Tabby/White"
"Adoption","Female","1",104,"1","1",9,"Wednesday",13,"1","Labrador Retriever Mix","Other"
"Adoption","Female","1",32,"1","1",8,"Tuesday",17,"1","Boxer Mix","Brown Brindle/White"
"Transfer","Female","1",52,"1","1",3,"Sunday",13,"0","Chihuahua Shorthair Mix","Tan"
"Transfer","Female","0",2,"0","1",8,"Monday",14,"0","Domestic Shorthair Mix","Brown Tabby"
"Transfer","Female","1",208,"1","1",1,"Saturday",13,"0","Chihuahua Shorthair Mix","Other"
"Transfer","Male","0",104,"1","0",12,"Friday",11,"1","Other","Black/White"
"Return_to_owner","Male","1",104,"1","0",1,"Sunday",15,"1","Other","White/Brown"
"Return_to_owner","Male","1",104,"1","1",10,"Wednesday",13,"1","Pit Bull Mix","Black/White"
"Adoption","Male","1",8,"0","1",11,"Wednesday",17,"1","Other","Brown Tabby"
"Adoption","Female","1",52,"0","1",3,"Sunday",13,"1","Domestic Shorthair Mix","Black"
"Return_to_owner","Female","1",208,"1","1",9,"Wednesday",17,"1","Pit Bull Mix","Tan/White"
"Died","Female","1",260,"1","1",5,"Tuesday",17,"1","Chihuahua Shorthair Mix","Brown/Black"
"Adoption","Male","1",52,"1","1",12,"Monday",17,"1","Miniature Poodle Mix","White/Black"
"Transfer","Male","1",416,"1","0",1,"Tuesday",12,"0","Other","Brown/White"
"Transfer","Male","0",2,"0","1",9,"Tuesday",18,"0","Domestic Shorthair Mix","White/Black"
"Return_to_owner","Male","1",208,"0","1",5,"Sunday",16,"1","Domestic Longhair Mix","Orange Tabby"
"Return_to_owner","Female","1",156,"1","1",1,"Monday",17,"1","Other","Brown"
"Adoption","Male","1",208,"1","0",11,"Monday",17,"1","Other","Brown/Black"
"Adoption","Male","1",8,"0","1",11,"Tuesday",13,"1","Domestic Shorthair Mix","Brown Tabby/White"
"Adoption","Female","1",104,"1","0",6,"Thursday",18,"1","Chihuahua Shorthair/Dachshund","Tricolor"
"Adoption","Male","0",8,"0","1",10,"Saturday",13,"1","Domestic Shorthair Mix","Blue/White"
"Adoption","Female","1",104,"1","1",10,"Saturday",17,"1","Pit Bull Mix","Tan"
"Adoption","Female","1",52,"1","0",12,"Thursday",13,"1","Other","Black/Tan"
"Transfer","Female","1",8,"0","1",8,"Thursday",14,"1","Domestic Shorthair Mix","Orange Tabby/White"
"Adoption","Female","1",52,"1","1",5,"Tuesday",9,"1","Pit Bull Mix","Other"
"Transfer","Female","1",312,"1","0",12,"Wednesday",0,"1","Other","White"
"Transfer","Male","0",156,"0","1",1,"Tuesday",18,"1","Domestic Longhair Mix","Black"
"Transfer","Male","1",4,"0","1",6,"Monday",13,"0","Domestic Shorthair Mix","Blue/White"
